,cases,deaths,lat,lon,total_population,area_sqmi,population_density_per_sqmi,num_deaths,years_of_potential_life_lost_rate,percent_fair_or_poor_health,average_number_of_physically_unhealthy_days,average_number_of_mentally_unhealthy_days,percent_low_birthweight,percent_smokers,percent_adults_with_obesity,food_environment_index,percent_physically_inactive,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,num_alcohol_impaired_driving_deaths,num_driving_deaths,percent_driving_deaths_with_alcohol_involvement,num_chlamydia_cases,chlamydia_rate,teen_birth_rate,num_uninsured,percent_uninsured,num_primary_care_physicians,primary_care_physicians_rate,num_dentists,dentist_rate,num_mental_health_providers,mental_health_provider_rate,preventable_hospitalization_rate,percent_with_annual_mammogram,percent_vaccinated,high_school_graduation_rate,num_some_college,population,percent_some_college,num_unemployed_CHR,labor_force,percent_unemployed_CHR,percent_children_in_poverty,eightieth_percentile_income,twentieth_percentile_income,income_ratio,num_single_parent_households_CHR,num_households_CHR,percent_single_parent_households_CHR,num_associations,social_association_rate,annual_average_violent_crimes,violent_crime_rate,num_injury_deaths,injury_death_rate,average_daily_pm2_5,percent_severe_housing_problems,severe_housing_cost_burden,overcrowding,inadequate_facilities,percent_drive_alone_to_work,num_workers_who_drive_alone,percent_long_commute_drives_alone,life_expectancy,num_deaths_2,age_adjusted_death_rate,num_deaths_3,child_mortality_rate,num_deaths_4,infant_mortality_rate,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,num_hiv_cases,hiv_prevalence_rate,num_food_insecure,percent_food_insecure,num_limited_access,percent_limited_access_to_healthy_foods,num_drug_overdose_deaths,drug_overdose_mortality_rate,num_motor_vehicle_deaths,motor_vehicle_mortality_rate,percent_insufficient_sleep,num_uninsured_2,percent_uninsured_2,num_uninsured_3,percent_uninsured_3,other_primary_care_provider_rate,percent_disconnected_youth,average_grade_performance,average_grade_performance_2,median_household_income,percent_enrolled_in_free_or_reduced_lunch,segregation_index,segregation_index_2,homicide_rate,num_deaths_5,suicide_rate_age_adjusted,num_firearm_fatalities,firearm_fatalities_rate,juvenile_arrest_rate,average_traffic_volume_per_meter_of_major_roadways,num_homeowners,percent_homeowners,num_households_with_severe_cost_burden,percent_severe_housing_cost_burden,population_2,percent_less_than_18_years_of_age,percent_65_and_over,num_black,percent_black,num_american_indian_alaska_native,percent_american_indian_alaska_native,num_asian,percent_asian,num_native_hawaiian_other_pacific_islander,percent_native_hawaiian_other_pacific_islander,num_hispanic,percent_hispanic,num_non_hispanic_white,percent_non_hispanic_white,num_not_proficient_in_english,percent_not_proficient_in_english,percent_female,num_rural,percent_rural,num_housing_units,num_households_CDC,num_below_poverty,num_unemployed_CDC,per_capita_income,num_no_highschool_diploma,num_age_65_and_older,num_age_17_and_younger,num_disabled,num_single_parent_households_CDC,num_minorities,num_limited_english_abilities,num_multi_unit_housing,num_mobile_homes,num_overcrowding,num_households_with_no_vehicle,num_institutionalized_in_group_quarters,percent_below_poverty,percent_unemployed_CDC,percent_no_highschool_diploma,percent_age_65_and_older,percent_age_17_and_younger,percent_disabled,percent_single_parent_households_CDC,percent_minorities,percent_limited_english_abilities,percent_multi_unit_housing,percent_mobile_homes,percent_overcrowding,percent_no_vehicle,percent_institutionalized_in_group_quarters,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability,km_to_closest_station,ELEV_M,station_id,mean_temp,min_temp,max_temp,dewpoint,sea_level_pressure,station_pressure,visibility,wind_speed,max_wind_speed,wind_gust,precipitation,fog,rain,snow,hail,thunder,tornado,mean_temp_3d_avg,mean_temp_5d_avg,mean_temp_10d_avg,mean_temp_15d_avg,max_temp_3d_avg,max_temp_5d_avg,max_temp_10d_avg,max_temp_15d_avg,min_temp_3d_avg,min_temp_5d_avg,min_temp_10d_avg,min_temp_15d_avg,dewpoint_3d_avg,dewpoint_5d_avg,dewpoint_10d_avg,dewpoint_15d_avg
cases,1.0,0.77938296219444,-0.055812854656529534,0.01669928872787067,0.7455748790992606,0.020906249348976575,0.4569093574507762,0.7291136650144592,-0.11801474565990956,-0.022942882177425766,-0.0592591285285903,-0.055186613934223964,0.01049275608949875,-0.11274369174442783,-0.13878621418038115,0.05846511990841862,-0.11744254853558043,0.18109700905811,0.06716229833784082,0.5908042877560734,0.6528275268462267,-0.02145688431909003,0.743768683464132,0.10395421795748819,-0.08150141689216392,0.7029712870470898,-0.015818727888802443,0.7163631155506169,0.1149269058730002,0.7216754649436422,0.14814783555076977,0.6719153714206073,0.09091742005708203,-0.02096993828668115,-0.0037731116900199847,0.06534854895110352,-0.08542718316117645,0.7375584372183724,0.7460649144907779,0.10900750595562314,0.7388494494126158,0.7396835094742936,-0.015873187754100217,-0.04641143929750313,0.20147269433351658,0.09541517123714541,0.08671510127750227,0.7501923052866919,0.7378065201244268,0.029979090447217163,0.7036628523007535,-0.09965949889604783,0.7310491636597152,0.16165155855249586,0.6940560455618948,-0.14055999287425205,0.1045046719193907,0.21845574464561934,0.23463990000018076,0.1177854410449818,-0.026204012506954446,-0.12652565361313536,0.7407981728013348,0.08971134249390718,0.11752951087832504,0.7296321494533848,-0.11103523267858684,0.7098288749933938,-0.1059224968103748,0.7051076954817072,-0.1189240286044559,-0.049962963229600796,-0.05990382986154261,-0.0896713026764135,0.7264267794927783,0.2486849303609291,0.7398285398060928,-0.03141391828862701,0.4798037072490563,-0.060404135435111944,0.6460342396752868,-0.03751850691928895,0.6752698017899808,-0.16529274936379532,0.06304408121643189,0.7106809873689172,-0.007032434789732552,0.609999227465445,-0.05499190221332523,0.050086736001104505,-0.0976729144441521,0.0006748902044194364,-0.016094251426324195,0.15192761410641528,0.006164197796260246,0.09652647500202576,0.11479455205714363,-0.008388465003108225,0.6657786677971509,-0.15229655997097713,0.6254189787685882,-0.12299398324788792,-0.06859434362123036,0.43334233070165906,0.7000215111658634,-0.213122288745567,0.7537658037754752,0.231209833134719,0.7436915791429569,0.032707547467529484,-0.14426323092086699,0.6874058007439517,0.06743804260836524,0.5881130683110456,-0.022773636867280532,0.6153249329737035,0.2676901685616316,0.31005270209544705,0.03143375857410662,0.6903696765377747,0.16083585750682264,0.658050345825243,-0.1892419938532156,0.7169211928642719,0.2490437829847105,0.07510844838663842,0.11973188894430122,-0.2508310732817352,0.748042824341727,0.7455819317696782,0.7528277171592316,0.7435956758661971,0.14270050728610276,0.7335394752438159,0.7383719154265661,0.7388115159612816,0.7397245283257396,0.7533411487303902,0.739091125468904,0.7125367128460756,0.7292824728627626,0.36129501685006815,0.6796057139962681,0.6208362690142128,0.684882218033208,-0.01665198928862227,0.03054945382280362,-0.0008213030499163699,-0.14369314991916926,0.044500576938245676,-0.15293432241916297,0.07830182236212156,0.18911431975833434,0.2459697974248155,0.3712513478856955,-0.1436752137810511,0.12363820378830799,0.1718411405485999,-0.04207469682219645,-0.008230084424648438,0.04908336216339081,-0.12428029428307485,0.004403698221989937,-0.0226364620532245,-0.16312255043165014,0.051948776641648764,-0.1646858386316783,0.08901445486950363,-0.10542770801986531,0.1703228232372899,0.19164682973871358,0.19791083803257528,0.21454835017488486,-0.17498063108264797,0.12017552848551508,0.09165476829417928,-0.01989072329790121,0.10412304669722705,0.048257188959039715,-0.11203113459229677,-0.06567186650536042,-0.018098762717938668,0.01894382102815716,0.02443042062801401,0.008435856947528885,-0.0026842646792723628,0.035571038898337036,-0.07800405796704854,0.00023070130799648814,-0.006480482057171975,-0.021713543837695273,-0.0032977921481798698,0.0023998128786638707,-0.004708774849771802,-0.007930107679033413,-0.006837202367545205,0.00019814736280913072,-0.004803759509898163,-2.550130054021205e-05,0.021513652284226904,0.023942812493386385,0.029131632857976177,0.03378916423058578,0.011077057380371812,0.013471934716957549,0.018956802909759565,0.02420792717877062,0.02707830126686465,0.029539526572001255,0.03475094717097195,0.03926972028797651,-0.001068311238609114,0.000611671624579995,0.004066294977076209,0.0071680023291125295
deaths,0.77938296219444,1.0,-0.005332643143927368,0.05783046193414018,0.6310160302032639,0.001188667985620341,0.594185129650559,0.5973248874491551,-0.08061835255945735,-0.01999297224245151,-0.041857754955171154,-0.03480535844976928,0.011315407513407549,-0.07784107374961667,-0.10407657197013978,0.04916540476742252,-0.0651771147256963,0.12112600520945889,0.04582165102691135,0.3172247455724013,0.39358569908111285,-0.0269688757038948,0.6862905604258405,0.06646276729796775,-0.06878629376540539,0.5007996233069313,-0.03627940698986447,0.615721719544999,0.08332389629703517,0.6265462891802162,0.11246509979134255,0.6133200542221705,0.07641134814594551,-0.011853177027747705,0.0024697515713225475,0.043280738300232866,-0.05943360287777236,0.6445591404910896,0.6400089851773068,0.07691713511884343,0.613824461308525,0.6130985151865596,-0.0025403505797941942,-0.028345980368205844,0.16039229140092368,0.05973384634562273,0.099160477013295,0.629968772693694,0.5968403593095295,0.020839752541479427,0.5960065371774526,-0.060458079159101716,0.6445694357738342,0.1014659829988059,0.5304852731095102,-0.09598382148642648,0.05637285510148452,0.16147417448671247,0.17815191342929024,0.07674468107262808,-0.014978778795337861,-0.17272816624707762,0.6210270494075438,0.08609773630150211,0.08681464244134755,0.5971916873881054,-0.07716031610539335,0.5461048257509632,-0.08053952511763149,0.5606974970060159,-0.09325812828299711,-0.03831306235106938,-0.041688877078727746,-0.054661587930406826,0.808792883350267,0.2075229000820711,0.6434638775764532,-0.02782883200059212,0.2249124228856915,-0.049554900951043604,0.5831791898066275,0.0001930213933866303,0.431584266743052,-0.1172385445271151,0.0633512377340518,0.5136600210240323,-0.03113330777906054,0.3793660089889598,-0.05535092040697895,0.0319849216323509,-0.06327738434043034,-0.010409132042561392,-0.03235812021893051,0.11418957930269613,0.007696348366261225,0.08959812594734748,0.09739969450150981,-0.013437773614162943,0.47428577181208953,-0.11515688562182237,0.3855133585120709,-0.10327087150625826,-0.058480556265245384,0.410440528473546,0.5310692135537944,-0.1517490751936548,0.7046232182803345,0.17705839947640126,0.6210279928779802,-0.00431852183580255,-0.07464657063719289,0.6806488041463497,0.04848794337085764,0.4939800455921896,-0.014827860143767567,0.5839170612815239,0.20680391513927956,0.2217836363658013,0.00846221448632207,0.5124282572426291,0.08734592508583053,0.5438699807701415,-0.11875840138306476,0.6314382176837565,0.16550234050816848,0.06059966555003152,0.042615150497868196,-0.15883812988413776,0.6485418177875756,0.6469758394288682,0.6707269656700583,0.6442120614658567,0.11847933868474049,0.6394322585737892,0.6388907440299355,0.6016715512107987,0.6336593868650985,0.6516040114286044,0.6326711474303478,0.6281772860208851,0.8175084183793988,0.1574494666613626,0.6271394359330426,0.879505800740173,0.6243462058362449,-0.00986277565058278,0.028487807466411788,0.001922726253507153,-0.07679196371488473,0.006339596506909307,-0.09427169279195928,0.044277550462238156,0.12324832385586663,0.16842361295982203,0.2922974697893192,-0.09932256148911854,0.08721455440577805,0.24865821949558492,-0.027349067537657794,-0.008070955860640194,0.04088568809538894,-0.08631005881252754,0.004184365207929919,-0.01459036455918871,-0.09138225983736493,0.010669116317860659,-0.10151505526558918,0.043471356383397816,-0.0722741738235293,0.1081327181445414,0.12286847192167721,0.1259641315760567,0.13466047862091526,-0.12336465228201886,0.07110411407146008,0.08910103197436839,-0.010468442405762132,0.07151601609777235,0.029005122378263783,-0.07606748083523024,-0.0528656393614941,-0.009171313238394107,0.019209866753753264,0.024059289003342827,0.010381451190171065,0.0102724766566602,0.01572493293935756,-0.11010599167886548,0.0029504376474968983,-0.008839261070899797,-0.01603896690972656,-0.0062600027326482665,0.0018128698141309245,-0.0025907972273127087,0.001081576975703586,-0.008873235111141166,0.0004253852221569098,-0.000200007203159837,0.00024362671986634388,0.020258052546786295,0.021091262974310878,0.022532528475031118,0.023806097092346382,0.011303536070393066,0.012025725453316361,0.013379090968632205,0.014730806519158474,0.025404728697059804,0.02635351235718203,0.027987353966960626,0.029321128056969247,0.011047639032541095,0.011660802252654305,0.012657146861921998,0.01351458171115809
lat,-0.055812854656529534,-0.005332643143927368,1.0,-0.26844134413553283,-0.05030173978761383,0.24808873862146402,-0.0015432364559941941,-0.06265221892097811,-0.30008314801608815,-0.5428167656696878,-0.39288938302000764,-0.4046877237371815,-0.5035494069165246,-0.1821238811538618,-0.1276423668869743,0.2825104606806422,-0.35839577242176546,0.23919195717404537,0.4685492613320824,-0.11984462954707469,-0.14746809592038257,0.21718895926785323,-0.049331269711851,-0.19523325748604234,-0.4108629997539044,-0.12099457418537662,-0.4556296079168607,-0.026622198658396094,0.21879897767110273,-0.025174315917070908,0.2249056194375625,0.00731574990682989,0.21208967810069923,-0.30336272297250483,0.3260905047430883,0.08157450250660218,-0.027629922977508294,-0.037615689978277835,-0.0496268092514756,0.3713542217895276,-0.043363661547476076,-0.04471211357935714,-0.039544527118958,-0.44399004010054177,0.20116312224111502,0.3239573863349876,-0.34512160395409797,-0.0695524701130935,-0.05742059075983538,-0.3255431925465188,-0.025538027317067703,0.1597720574579103,-0.06094154699298323,-0.29352507031980296,-0.05883557117887789,0.019810115867298268,-0.34089299635456044,-0.0766893509594562,-0.14751128025985372,-0.04202564689571673,0.22645232840299537,-0.38173634486995955,-0.04271423349634513,-0.28064953430579975,0.3174904998497704,-0.07159187651276765,-0.37725219142910005,-0.062090882444760145,-0.18270487414917924,-0.05668644153574926,-0.23465736378488372,-0.41668854270928085,-0.4037242365689997,-0.30694993493458417,-0.04372248831653711,-0.38342678000238184,-0.07160178082155316,-0.41235703513248734,-0.14031931323111654,-0.012959132624090555,-0.014510803657641007,0.05706879490223352,-0.12246652755610857,-0.29476156096102063,-0.41209437235084134,-0.12004770237300734,-0.4898049333997126,-0.12226601118702066,-0.1712188205448217,0.11956149738514425,-0.19941873327284565,0.25876952788872126,0.21217132409089018,0.2707816991170516,-0.43455351399064934,0.40230300075427944,0.08392161439065296,-0.2754632127000949,-0.0605327344600489,0.1538884552850813,-0.07314288753236109,-0.20514984333728412,0.02122699397641059,0.041096016505987196,-0.047328208764745264,0.08769044327439496,-0.042388891639940605,-0.1753818552272268,-0.054008343828821186,-0.03252572200222332,0.0818327740663055,-0.08583907794664142,-0.4395192079464191,-0.013623085916055596,0.22860659251151708,-0.028153956566826975,0.02399583110796367,-0.07543173943870293,-0.07264836132091469,-0.08434768427747226,-0.3003802112055865,-0.007197150798155263,0.4266749208967303,-0.05865706726405635,-0.20786901466749777,-0.10795872968691451,-0.037285446917497266,0.07037656927681256,-0.04916195587817384,-0.04345328359338561,-0.06934493865733625,-0.04938373086900566,0.32721263831693476,-0.07109434809495933,-0.0567563075719723,-0.055226810984992804,-0.06333156544664939,-0.055710891058789,-0.07633196927953635,-0.056651336840686156,-0.03031902392566743,-0.2598104874684831,-0.04779334567430946,0.0019948790081745368,-0.03861750870339605,-0.37523589272250246,-0.28359442640989735,-0.5222360359506925,0.06458883934534303,-0.06586367885839894,-0.2711802595690449,-0.24363240234072403,-0.4307604511008704,-0.21785790163279742,0.09604822105899175,-0.437078241113717,-0.04315829795153911,0.045206875634993794,-0.05604106962366047,-0.4042631827803026,-0.32394219644689,-0.37400236984698515,-0.5456391804813671,-0.4794746796532839,0.10765919149856541,-0.11781339954912186,-0.28933427701237246,-0.2706825906275057,-0.32130522437887915,-0.4496197165480301,-0.23045958103443367,-0.38370219880896517,0.22536241659188888,-0.420564758515593,-0.253255300846628,-0.10149764599717526,0.03837826058261203,-0.2112140177869107,-0.4927879901703486,0.057016286336255426,0.18300335336241885,-0.028981076509685066,-0.4330417654084883,-0.45105618970646266,-0.40309792709001446,-0.40604440780763557,-0.04198887647235222,0.36377211741257415,0.018243382439333003,0.1505927722321545,0.12461787663881693,0.12558227065236047,-0.04691792173255828,-0.006864749323646461,-0.007881677257932792,0.1451800921080166,0.0023780267905949147,-0.08817114792025406,-0.002077928139588924,-0.44892945767439607,-0.46022860598745424,-0.4788985277120069,-0.48954397976193476,-0.42193364194521665,-0.43452516562117904,-0.45475959683617045,-0.46637547782034916,-0.47109338035441667,-0.48322514997082366,-0.502560536962669,-0.5130082663917346,-0.42238995866658574,-0.4337419049618617,-0.45089485940701374,-0.4594275479638973
lon,0.01669928872787067,0.05783046193414018,-0.26844134413553283,1.0,-0.015284150098761863,-0.36993175139326046,0.12235417928952269,-0.00629260574505462,0.10208663475255596,0.10370786973452921,0.12876152824770876,0.2501453957919333,0.23656881020305154,0.25323750675551543,0.17821971846433365,0.13531572893451127,0.24514972006214716,-0.07169019665806751,-0.14086003112682807,-0.052712571228100635,-0.03129215818510172,-0.10490049735244786,-0.02593051228762561,-0.03176575798226008,-0.06357151230354363,-0.02473546771843994,-0.19482055964738654,-0.015768084524588555,-0.04562330619498827,-0.028695442066191828,-0.08078749195737041,-0.053578849335731746,-0.1653247936134689,0.28791608851653494,0.28518851368367076,0.30554542259592055,0.20835073490131922,-0.023765611764516685,-0.0259565467564218,-0.05798815550072122,-0.02308664537281331,-0.016485928636323085,-0.061962963048511704,0.10043862531810789,-0.05839151928557112,-0.09969039360864389,0.1032080047957449,-0.011906910569241137,-0.02924004921383423,0.18064165696830808,0.041888227043643395,0.09398173922310629,-0.023928124227600295,0.005392507708086181,-0.001430119852311606,-0.11740825350350328,0.4256806890229918,-0.1836915293983079,0.10202932539463318,-0.4050135805277815,-0.322897184788215,0.41580415479797195,-0.014049113458641776,0.3463514579214259,-0.20430450052564364,0.01106032911752925,0.15543421922316453,-0.06331475565702172,-0.02454274360349666,-0.07139552760955038,0.17100998381512525,0.11949224900461687,0.20016482353152099,0.25218464480622715,0.009047927119501876,0.19591331000825252,-0.013668909351373324,0.04465650286047745,-0.01648592370565542,-0.2703593206694995,0.022740867050362823,0.2787161958512742,-0.06413050396116488,-0.10353723897978259,0.45139400720877343,-0.023352475165921743,-0.1788390861419319,-0.03425141323556107,-0.2908987519822072,0.04251139542476668,-0.11224064770156182,0.14489524194883546,0.0884892739029054,-0.0690312446854871,0.08040360414352075,-0.12264676766901599,0.16713014387881173,0.032185837568310297,-0.09170234348848919,-0.35018890027142935,-0.06718348187581855,-0.18447017719874134,0.03309156040248674,0.011522188313291949,0.010099453279992836,0.11792835994365805,-0.013516618001720585,0.09305255450899214,-0.018415319183141612,-0.2420655501069892,0.035220262157423764,0.08620914642696206,0.2838756785853522,-0.1761477197896459,-0.3056802571916178,-0.08735865530428952,-0.19238654637272884,-0.21715900894801465,-0.3213706942238225,-0.07860465550812437,-0.31872903275151376,0.033159100511346296,0.16856882943874205,-0.05091941748668717,-0.23062698465132714,0.2292116688270958,0.22811002813668646,0.004775705460415674,0.0017764926045700628,-0.0031631862228824405,-0.020935154191527,-0.014527701519052787,-0.039464590008229744,-0.029843971347315847,0.005599322886437886,-0.027635395278895195,-0.0018494438915524127,-0.003287567869747074,-0.048154381902781866,-0.052466365397452516,-4.252148926465597e-05,-0.0013712147371374452,-0.07061855497573562,0.03108119311319133,0.027676581001304726,0.06342389195383696,0.09768093485410372,0.08039040088566504,0.03729808845512877,-0.2288727794148468,0.10320424572664046,0.05594331150137155,-0.15955691475985076,-0.22830976604593783,-0.011186606574875111,0.07335921366362846,-0.40255079344368677,0.051818592883899665,0.011914905257645499,0.07070715771487622,0.14200022500241605,0.06304520186846416,0.11537507924747593,0.11292476191587683,0.037962426156834005,-0.20263752843774563,0.11038893494800035,0.08212971317192122,0.004121119683080174,-0.15040531125837897,-0.17295858988807702,-0.17699898872225117,-0.022440458248943997,0.03945529847910389,-0.30239233125520326,0.2401109036724672,0.031143405671755595,-0.011342010049161012,0.009367407035902919,-0.24109523322519638,-0.4342912459990132,-0.010503322843504664,0.09652206889668026,0.16964107581203489,0.023730188313228727,0.2831729235665744,0.12066546939559782,-0.11964778317536814,-0.06124134585761605,-0.20900590367726976,-0.20823199125425398,-0.17120483823573912,0.08412345145193786,0.08506253877053178,0.12326720202111001,-0.044915130273364925,-0.004183303431982238,0.052989289520542694,0.0014367496192314684,0.09935625776526588,0.10133811731545772,0.10355992169804783,0.10423479298153282,0.024180220292954222,0.024238226434625417,0.02301057717990023,0.021494683575833295,0.1764000253962603,0.18029372244882264,0.18579758108007405,0.1883129404668661,0.29449245182245015,0.30240304384266975,0.31451140862297633,0.3204845577373926
total_population,0.7455748790992606,0.6310160302032639,-0.05030173978761383,-0.015284150098761863,1.0,0.03137795105949662,0.5240428562840459,0.9768665237511873,-0.1859933620416691,-0.08038155241289949,-0.10742827250538954,-0.09108975501768092,-0.01269690825671849,-0.1847071335202814,-0.21546342656557058,0.0967646537707943,-0.21211472839423556,0.2731969423491491,0.1217319028839288,0.8558326525269716,0.9009876911036037,-0.014079906213094108,0.9665758645578824,0.12731213482645146,-0.14931844419231516,0.9109420500619123,-0.0707072314230261,0.9733090325522022,0.18433021280475698,0.9830787572494702,0.2285313139017764,0.9356771561557772,0.15942009988883915,-0.05668571304138741,0.012144758490337628,0.1199700766231889,-0.10984094393502616,0.9914783126183396,0.9968067844928682,0.19022700162208434,0.9881860562955712,0.9977780579920192,-0.03583865860689996,-0.10498218133659291,0.3192046567285476,0.17837788265314772,0.08723556723604092,0.981408720136274,0.9942259015566541,0.015451795134642529,0.9597887739599197,-0.13855546917797348,0.938359819986394,0.2005338154956823,0.9448303046136679,-0.19753280023570582,0.15713059013619937,0.2851901684174377,0.3129608903818047,0.14483427601774823,-0.03748767605754157,-0.14650432129362212,0.9982378752319366,0.12159932058458642,0.17891197457973262,0.9768811455799088,-0.17632267934738943,0.9459478109319898,-0.17932064641308168,0.9425509083415985,-0.19685769899360853,-0.10217452893532891,-0.10851981279100653,-0.14056230248120913,0.8536142702971296,0.28538533414872264,0.9776655346980763,-0.057643520396647364,0.6973208220792576,-0.09421540773663004,0.8554921502545036,-0.04160939674942122,0.9292163661799975,-0.25980689452245453,0.06855781331925172,0.919719656194958,-0.06038915622845358,0.800975189275491,-0.10579608493928248,0.06791124883470914,-0.1725902190176632,0.034827361501570064,-0.006547361651778606,0.2581383295954964,-0.029931452251649556,0.13456730739742911,0.14971017238301584,-0.049221458287181136,0.9389921949501823,-0.20577585520591105,0.8640559648835038,-0.1894410461333213,-0.10057468763261604,0.5608251301397529,0.9681819664569096,-0.28379038783033594,0.979160559156353,0.30547537386912316,0.9994847863871135,0.023703004906887093,-0.1961756750646492,0.8223523643936242,0.06387408072154868,0.791949488005834,-0.03921232024588245,0.8773185587607665,0.4431541805172245,0.5000688182239478,0.07947871600744137,0.9111869496689473,0.18926286203296117,0.9197015446352912,-0.2301223665545758,0.9130623483879129,0.2961475018475617,0.10798128257383287,0.2364181907204151,-0.3652055240434514,0.9947730573391792,0.9968662180857585,0.974425816706665,0.9862154381319798,0.2395882140236461,0.9596543295238239,0.9860925714707411,0.9954354779892087,0.9886524307476972,0.9868451857226075,0.9675393579426171,0.9116153068881733,0.8759984997708167,0.542179818674555,0.9036283434926,0.680850900445818,0.9160984578993391,-0.05948371438117683,0.030532237843246744,-0.04858514012093227,-0.1974627612403625,0.041806469336591996,-0.22154721706079597,0.07884602479608793,0.2280772257053205,0.29298635834839387,0.49352176215990773,-0.21854725520371507,0.15037321997519512,0.17940822120629438,-0.0661160173215916,-0.04949931231631302,0.05783580275115458,-0.2140609795414203,-0.043206903534679535,-0.07205532086675953,-0.22454570110072886,0.052318521545002626,-0.23746462280249508,0.09594040835156983,-0.17403204160517521,0.2159507339673422,0.2580855727156854,0.2600628924898623,0.31871800681381973,-0.26215823458171333,0.13879670699259306,0.11003583619546103,-0.027938578710943483,0.12531047923612115,0.02780056823683006,-0.16307326221772256,-0.08797845068092015,-0.02113514486624527,0.03819261566627527,0.0395684325256719,0.024395507617367376,-0.0007313686284758936,0.006539756110498087,-0.08321348318624684,0.0046851254421345495,-0.0017910501199119167,-0.018021736484020813,-0.010902810175273111,0.005371704060406358,-0.009636743760303892,0.0036728444600941513,-0.011300378134231803,0.005149093929648751,0.0012871400985202152,0.0016769412822200823,0.03901061419514407,0.03940269798958865,0.039757604804650175,0.039300039119075404,0.024915742125412497,0.025140338758011978,0.02536330976358915,0.02495328353798994,0.04088737893786105,0.04144644334909021,0.0420804792542832,0.04180107364514394,-0.0011857330547003714,-0.0016718493408960095,-0.0028945716023563045,-0.004166607766219465
